Price,Model,Year,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
['42000'],هونداي كليك,2008.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,000000,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['44500'],كيا فورتي,2009.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,99,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['33000'],اوبل أوميغا,1997.0,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,200000,4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['59500'],كيا فورتي,2008.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,82000,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['3800'],كيا ريو,2007.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,32123123,4+1,إمكانية التقسيط,للبيع فقط,رابعه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['28500'],اوبل استرا,1999.0,أخضر,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,120 الف,4+1,إمكانية التقسيط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
['55000'],سكودا اوكتافيا,2009.0,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,000000,4+1,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['30000'],هونداي الانترا,2006.0,أزرق سماوي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1999,,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
مسجل CD
فتحة سقف"
['38000'],فولكسفاجن باسات,1998.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,166000,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
['50000'],سكودا اوكتافيا,2007.0,فيراني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,275000,4+1,نقدا فقط,للبيع أو التبديل,يد ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['14500'],رينو R5,1988.0,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,,نقدا فقط,للبيع فقط,,"إغلاق مركزي
جنطات مغنيسيوم"
['67000'],هونداي اكسنت,2013.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,60000,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['54000'],اوبل كورسا,2013.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,00000,4+1,إمكانية التقسيط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['170000'],مازدا 6,2015.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,50000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['23000'],دايو ليجانزا,1999.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,4+1,نقدا فقط,للبيع فقط,,
['89500'],كيا سبورتاج,2011.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,82700,,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['60000'],سكودا اوكتافيا,2008.0,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['130000'],فولكسفاجن طوارق,2008.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,123000,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['78000'],فولكسفاجن جولف,2010.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,120000,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['63000'],سكودا اوكتافيا,2008.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,500000,4+1,نقدا فقط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية"
['59000'],ايسوزو تروبر,1999.0,ذهبي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3000,18000000,6+1,إمكانية التقسيط,للبيع أو التبديل,5,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
['41000'],هونداي جيتس,2008.0,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,١٥٠,٤+١,نقدا فقط,للبيع أو التبديل,٤,"إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['11000'],اوبل اسكونا,1984.0,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,100000,4+1,نقدا فقط,للبيع فقط,4,
['60500'],سكودا اوكتافيا,2007.0,سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,إمكانية التقسيط,للبيع فقط,,"جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
,,,,,,,,,,,,,,,
['5000'],سانغ يونغ Sym,2013.0,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['105000'],فولكسفاجن كادي,2014.0,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,60000,6+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['58000'],سيت ابيزا,2014.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,80000,4+1,إمكانية التقسيط,للتبديل فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['33000'],فيات دوبلو,2004.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,نقدا فقط,للبيع فقط,يد ثانية,"مسجل CD
جنطات مغنيسيوم"
['26999'],دايو لانوس,2002.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['52000'],كيا بيكانتو,2014.0,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1100,20000,4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
جهاز إنذار
مسجل CD"
['135000'],هونداي سانتافيه,2014.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,87000,4+1,نقدا فقط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['175000'],مرسيدس C250,2015.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,30000,,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['28000'],بيجو 206,2007.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160000,,نقدا فقط,للبيع فقط,يد رابعة,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
['39000'],شفروليه اوبترا,2011.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,110000,,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['45000'],فورد كونيكت,2005.0,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,1850,22000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['72500'],فولكسفاجن باسات,2007.0,بني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['35000'],هونداي فيرنا,2002.0,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,350000,4+1,إمكانية التقسيط,للبيع أو التبديل,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['120000'],سكودا اوكتافيا,2014.0,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['58000'],هونداي اكسنت,2013.0,سكني,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,75000,,نقدا فقط,للبيع فقط,,مُكيّف
['26000'],اوبل استرا,1997.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
مسجل CD"
,,,,,,,,,,,,,,,
['60000'],ايسوزو  4800,2003.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,4800,700000,2+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
['89000'],هونداي توسان,2015.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,55,5+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['37000'],سكودا اوكتافيا,2001.0,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,٤٠٠٠٠٠,١+٤,نقدا فقط,للبيع أو التبديل,يد ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['30000'],دايو 2000,2000.0,زيتي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,5+1,إمكانية التقسيط,للبيع أو التبديل,6,"مُكيّف
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['44000'],تويوتا كورولا,1998.0,بنفسجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,٤+١,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['143000'],هونداي سانتافيه,2014.0,بترولي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,35000,6+١,إمكانية التقسيط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['73000'],سيت ليون,2015.0,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['145000'],هونداي سانتافيه,2013.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,380000,6+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['70000'],فولكسفاجن جولف,2007.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,210000,4+1,إمكانية التقسيط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['33000'],اوبل كورسا,2003.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1400,167000,+1,نقدا فقط,للبيع فقط,4,جنطات مغنيسيوم
,,,,,,,,,,,,,,,
['46499'],هونداي فيرنا,2009.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,140,5+1,نقدا فقط,للبيع فقط,5,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['62000'],بيجو بارتنر,2011.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,1600,75000,4+1,إمكانية التقسيط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية"
['56000'],هونداي i20,2013.0,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,160,4+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['23000'],فولكسفاجن باسات,1996.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1900,123456789,4+1,إمكانية التقسيط,للبيع أو التبديل,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
